delivery_id,delivery_partner,package_type,vehicle_type,delivery_mode,region,weather_condition,distance_km,package_weight_kg,delivery_time_hours,expected_time_hours,delayed,delivery_status,delivery_rating,delivery_cost,delay_hours,cost_per_km,package_category,delivery_performance
6572.0,shadowfax,electronics,van,express,north,cold,234.5,40.93,4,6,no,delivered,3,1345.29,-2,5.736844349680171,Heavy,On Time
6573.0,delhivery,groceries,ev bike,express,north,rainy,152.6,47.57,8,5,yes,delayed,2,955.71,3,6.262844036697248,Heavy,Delayed
6574.0,shadowfax,automobile parts,ev bike,two day,north,foggy,184.1,41.42,4,16,no,delivered,4,1044.76,-12,5.674959261271049,Heavy,On Time
6575.0,blue dart,groceries,ev van,two day,central,clear,110.2,39.12,3,16,no,delivered,4,668.36,-13,6.06497277676951,Heavy,On Time
6576.0,dhl,documents,truck,standard,north,clear,104.4,7.73,5,24,no,delivered,5,545.19,-19,5.222126436781609,Light,On Time
6577.0,delhivery,cosmetics,van,express,west,foggy,216.5,1.72,9,6,yes,delayed,2,1137.66,3,5.254780600461894,Light,Delayed
6578.0,delhivery,furniture,truck,express,south,foggy,115.4,24.69,6,4,yes,failed,2,701.07,2,6.075129982668978,Heavy,Delayed
6579.0,blue dart,groceries,bike,standard,south,rainy,122.3,37.34,7,24,no,delivered,4,723.52,-17,5.915944399018806,Heavy,On Time
6580.0,dhl,fragile items,ev van,two day,west,stormy,90.1,4.29,7,16,no,delivered,4,463.37,-9,5.1428412874583795,Light,On Time
6581.0,fedex,electronics,ev bike,two day,central,cold,239.2,46.43,7,16,no,delivered,3,1335.29,-9,5.582316053511706,Heavy,On Time
6582.0,dhl,cosmetics,bike,same day,north,rainy,248.5,28.02,7,8,no,delivered,4,1426.56,-1,5.740684104627767,Heavy,On Time
6583.0,shadowfax,groceries,scooter,same day,east,hot,48.0,12.61,2,8,no,delivered,4,377.83,-6,7.871458333333333,Light,On Time
6584.0,xpressbees,fragile items,bike,express,north,foggy,206.2,39.69,6,6,yes,delayed,3,1200.07,0,5.8199321047526675,Heavy,Delayed
6585.0,xpressbees,cosmetics,ev bike,two day,south,foggy,74.4,7.57,5,16,no,delivered,4,394.71,-11,5.3052419354838705,Light,On Time
6586.0,shadowfax,automobile parts,truck,two day,west,rainy,73.9,1.05,3,16,no,delivered,4,372.65,-13,5.042625169147496,Light,On Time
6587.0,fedex,clothing,bike,same day,north,cold,58.0,14.55,2,8,no,delivered,3,433.65,-6,7.4767241379310345,Light,On Time
6588.0,fedex,clothing,truck,two day,south,foggy,67.4,31.47,5,16,no,delivered,4,431.41,-11,6.4007418397626115,Heavy,On Time
6589.0,ekart,automobile parts,van,standard,east,cold,119.3,35.25,6,24,no,delivered,4,702.25,-18,5.886420787929589,Heavy,On Time
6590.0,fedex,groceries,van,two day,south,cold,88.6,15.45,2,16,no,delivered,4,489.35,-14,5.523137697516931,Light,On Time
6591.0,delhivery,fragile items,truck,express,south,rainy,62.7,0.67,9,3,yes,failed,1,364.13,6,5.80749601275917,Light,Delayed
6592.0,ecom express,cosmetics,ev van,standard,east,foggy,188.8,29.78,6,24,no,delivered,5,1033.34,-18,5.473199152542372,Heavy,On Time
6593.0,dhl,furniture,ev van,two day,central,clear,238.7,25.33,5,16,no,delivered,5,1269.49,-11,5.318349392542941,Heavy,On Time
6594.0,xpressbees,electronics,bike,two day,north,hot,130.4,23.23,5,16,no,delivered,5,721.69,-11,5.534432515337423,Heavy,On Time
6595.0,ecom express,electronics,ev van,standard,east,foggy,3.6,29.18,3,24,no,delivered,4,104.04,-21,28.900000000000002,Heavy,On Time
6596.0,fedex,cosmetics,truck,same day,west,clear,180.0,18.68,5,8,no,delivered,5,1056.04,-3,5.866888888888889,Light,On Time
6597.0,amazon logistics,electronics,scooter,two day,east,rainy,248.9,45.78,9,16,no,delivered,5,1381.84,-7,5.551787866613097,Heavy,On Time
6598.0,fedex,electronics,ev van,same day,north,hot,184.4,44.45,9,8,yes,delayed,3,1155.35,1,6.2654555314533615,Heavy,Delayed
6599.0,blue dart,clothing,van,express,west,clear,253.8,27.76,8,7,yes,delayed,2,1402.28,1,5.5251379038613075,Heavy,Delayed
6600.0,delhivery,automobile parts,van,standard,south,stormy,4.5,15.7,6,24,no,delivered,5,95.6674,-18,21.259422222222224,Light,On Time
6601.0,blue dart,pharmacy,ev van,express,north,cold,67.8,10.51,2,3,no,delivered,4,420.53,-1,6.202507374631268,Light,On Time
6602.0,ecom express,cosmetics,truck,same day,east,foggy,195.8,27.01,8,8,yes,delayed,2,1160.03,0,5.9245658835546475,Heavy,Delayed
6603.0,fedex,pharmacy,bike,two day,north,rainy,113.4,36.44,9,16,no,delivered,5,676.32,-7,5.9640211640211644,Heavy,On Time
6604.0,ekart,pharmacy,bike,standard,west,stormy,60.1,25.34,7,24,no,delivered,4,376.52,-17,6.264891846921796,Heavy,On Time
6605.0,fedex,documents,ev bike,standard,east,stormy,274.6,47.22,14,24,no,delivered,3,1514.66,-10,5.515877640203933,Heavy,On Time
6606.0,ekart,groceries,van,two day,south,foggy,121.7,15.13,5,16,no,delivered,5,653.89,-11,5.3729663105998355,Light,On Time
6607.0,amazon logistics,furniture,bike,two day,central,hot,253.4,10.03,8,16,no,delivered,5,1297.09,-8,5.118745067087608,Light,On Time
6608.0,ecom express,automobile parts,bike,same day,central,hot,289.7,31.91,8,8,yes,delayed,2,1632.7206,0,5.635901277183294,Heavy,Delayed
6609.0,delhivery,automobile parts,ev van,express,south,stormy,9.1,17.24,6,2,yes,delayed,2,147.22,4,16.178021978021977,Light,Delayed
6610.0,xpressbees,cosmetics,truck,same day,central,hot,284.4,21.43,12,8,yes,delayed,3,1586.29,4,5.577672292545711,Heavy,Delayed
6611.0,dhl,fragile items,truck,standard,south,foggy,216.4,40.68,8,24,no,delivered,5,1204.04,-16,5.563955637707948,Heavy,On Time
6612.0,delhivery,fragile items,truck,standard,east,rainy,233.3,12.31,8,24,no,delivered,4,1203.43,-16,5.158294042006001,Light,On Time
6613.0,ecom express,cosmetics,van,same day,east,cold,56.4,28.97,3,8,no,delivered,5,468.91,-5,8.314007092198581,Heavy,On Time
6614.0,delhivery,fragile items,ev van,express,south,foggy,53.8,44.98,4,3,yes,delayed,3,453.94,1,8.437546468401488,Heavy,Delayed
6615.0,blue dart,electronics,truck,standard,west,clear,142.5,11.37,6,24,no,delivered,4,746.61,-18,5.239368421052632,Light,On Time
6616.0,delhivery,electronics,truck,same day,north,clear,46.7,35.5,2,8,no,delivered,3,440.0,-6,9.421841541755889,Heavy,On Time
6617.0,fedex,groceries,ev van,same day,west,cold,215.4,23.53,7,8,no,delivered,5,1247.59,-1,5.791968430826369,Heavy,On Time
6618.0,shadowfax,electronics,bike,two day,central,clear,270.9,19.0,13,16,no,delivered,5,1411.5,-3,5.210409745293466,Light,On Time
6619.0,ekart,groceries,scooter,same day,south,cold,285.4,15.05,9,8,yes,delayed,2,1572.15,1,5.508584442887177,Light,Delayed
6620.0,delhivery,clothing,ev bike,same day,north,rainy,91.7,15.87,4,8,no,delivered,3,606.11,-4,6.609705561613959,Light,On Time
6621.0,blue dart,automobile parts,bike,same day,east,cold,155.6,35.2,5,8,no,delivered,4,983.6,-3,6.32133676092545,Heavy,On Time
6622.0,ecom express,pharmacy,scooter,standard,south,stormy,57.7,31.72,6,24,no,delivered,4,383.66,-18,6.649220103986135,Heavy,On Time
6623.0,amazon logistics,electronics,bike,express,west,hot,101.6,0.67,4,4,yes,failed,1,559.89,0,5.510728346456693,Light,Delayed
6624.0,ecom express,pharmacy,ev bike,express,south,hot,83.7,29.33,2,3,no,delivered,5,556.49,-1,6.648626045400239,Heavy,On Time
6625.0,fedex,cosmetics,ev van,same day,north,foggy,155.3,32.91,6,8,no,delivered,3,975.23,-2,6.279652285898261,Heavy,On Time
6626.0,fedex,documents,scooter,express,south,cold,80.1,31.47,2,3,no,delivered,3,544.91,-1,6.8028714107365795,Heavy,On Time
6627.0,amazon logistics,fragile items,ev bike,same day,central,hot,6.4,27.08,1,8,no,delivered,5,213.24,-7,33.31875,Heavy,On Time
6628.0,shadowfax,automobile parts,ev bike,same day,north,foggy,80.3,8.3,4,8,no,delivered,3,526.4,-4,6.555417185554171,Light,On Time
6629.0,dhl,automobile parts,ev van,express,central,foggy,41.4,22.81,3,2,yes,failed,2,325.43,1,7.860628019323672,Heavy,Delayed
6630.0,ekart,electronics,ev van,express,south,clear,12.8,13.06,1,2,no,delivered,3,153.18,-1,11.9671875,Light,On Time
6631.0,fedex,furniture,van,same day,south,rainy,142.2,12.28,7,8,no,delivered,4,847.84,-1,5.962306610407877,Light,On Time
6632.0,delhivery,cosmetics,bike,standard,west,stormy,192.7,29.74,11,24,no,delivered,5,1052.72,-13,5.462999481058641,Heavy,On Time
6633.0,blue dart,groceries,ev bike,express,central,hot,271.6,8.41,9,7,yes,delayed,2,1433.23,2,5.276988217967599,Light,Delayed
6634.0,xpressbees,furniture,truck,standard,south,rainy,62.6,18.39,7,24,no,delivered,4,368.17,-17,5.881309904153355,Light,On Time
6635.0,amazon logistics,documents,van,express,central,foggy,23.7,36.59,3,2,yes,delayed,2,278.27,1,11.741350210970463,Heavy,Delayed
6636.0,delhivery,groceries,truck,same day,west,stormy,218.7,38.35,10,8,yes,failed,1,1308.55,2,5.983310470964792,Heavy,Delayed
6637.0,delhivery,cosmetics,truck,standard,north,rainy,155.7,44.34,8,24,no,delivered,4,911.52,-16,5.854335260115607,Heavy,On Time
6638.0,delhivery,electronics,scooter,same day,east,foggy,274.6,40.56,7,8,no,delivered,4,1594.68,-1,5.807283321194465,Heavy,On Time
6639.0,amazon logistics,fragile items,scooter,express,south,hot,140.5,7.77,5,4,yes,delayed,3,775.81,1,5.521779359430605,Light,Delayed
6640.0,ekart,cosmetics,van,standard,north,rainy,260.5,13.12,14,24,no,delivered,4,1341.86,-10,5.151094049904031,Light,On Time
6641.0,ekart,clothing,van,two day,central,hot,20.4,21.59,0,16,no,delivered,4,166.77,-16,8.175,Heavy,On Time
6642.0,delhivery,cosmetics,ev bike,same day,central,rainy,297.1,42.21,11,8,yes,delayed,3,1632.7206,3,5.495525412319084,Heavy,Delayed
6643.0,ecom express,furniture,bike,express,central,clear,124.3,0.82,4,4,no,delivered,3,673.96,0,5.422043443282382,Light,On Time
6644.0,dhl,documents,scooter,same day,west,foggy,260.3,38.87,10,8,yes,delayed,3,1518.11,2,5.832155205532078,Heavy,Delayed
6645.0,amazon logistics,furniture,ev bike,two day,west,foggy,11.9,42.36,4,16,no,delivered,5,186.58,-12,15.678991596638657,Heavy,On Time
6646.0,xpressbees,furniture,bike,standard,west,rainy,57.0,28.48,4,24,no,delivered,4,370.44,-20,6.498947368421053,Heavy,On Time
6647.0,blue dart,clothing,ev bike,two day,north,hot,176.8,2.8,6,16,no,delivered,5,892.4,-10,5.047511312217194,Light,On Time
6648.0,amazon logistics,pharmacy,ev bike,standard,north,hot,5.5,27.9,3,24,no,delivered,4,111.2,-21,20.21818181818182,Heavy,On Time
6649.0,fedex,pharmacy,scooter,two day,central,stormy,168.2,15.47,8,16,no,delivered,5,887.41,-8,5.275921521997622,Light,On Time
6650.0,shadowfax,groceries,truck,express,west,foggy,82.0,15.74,6,3,yes,delayed,3,507.22,3,6.185609756097561,Light,Delayed
6651.0,blue dart,furniture,van,express,south,clear,159.5,18.84,9,5,yes,failed,2,904.02,4,5.667836990595611,Light,Delayed
6652.0,amazon logistics,pharmacy,scooter,two day,west,hot,224.9,2.8,5,16,no,delivered,4,1132.9,-11,5.037349933303691,Light,On Time
6653.0,ecom express,furniture,bike,standard,east,foggy,188.4,11.58,10,24,no,delivered,3,976.74,-14,5.184394904458599,Light,On Time
6654.0,dhl,groceries,ev van,standard,central,stormy,223.8,25.65,8,24,no,delivered,4,1195.95,-16,5.343833780160858,Heavy,On Time
6655.0,delhivery,automobile parts,ev van,express,east,rainy,104.8,17.28,6,4,yes,delayed,2,625.84,2,5.97175572519084,Light,Delayed
6656.0,amazon logistics,fragile items,ev van,two day,west,rainy,215.3,40.45,14,16,no,delivered,4,1197.85,-2,5.563632141198327,Heavy,On Time
6657.0,amazon logistics,groceries,bike,express,central,stormy,161.6,42.88,11,5,yes,delayed,3,986.64,6,6.105445544554455,Heavy,Delayed
6658.0,fedex,cosmetics,ev van,same day,east,rainy,153.0,5.03,6,8,no,delivered,5,880.09,-2,5.752222222222223,Light,On Time
6659.0,shadowfax,fragile items,truck,express,central,foggy,188.2,41.45,8,5,yes,delayed,3,1115.35,3,5.926408076514346,Heavy,Delayed
6660.0,ekart,electronics,truck,two day,central,cold,151.6,46.99,3,16,no,delivered,3,898.97,-13,5.929881266490765,Heavy,On Time
6661.0,delhivery,pharmacy,van,two day,north,rainy,134.5,16.99,8,16,no,delivered,4,723.47,-8,5.378959107806692,Light,On Time
6662.0,ecom express,fragile items,scooter,two day,north,foggy,95.5,18.44,6,16,no,delivered,5,532.82,-10,5.579267015706807,Light,On Time
6663.0,fedex,electronics,scooter,express,north,rainy,180.9,29.06,8,5,yes,failed,1,1041.68,3,5.758319513543395,Heavy,Delayed
6664.0,ekart,groceries,scooter,express,east,clear,89.6,17.04,3,3,no,delivered,4,549.12,0,6.128571428571429,Light,On Time
6665.0,xpressbees,fragile items,ev bike,two day,central,foggy,3.6,49.08,3,16,no,delivered,3,152.74,-13,42.42777777777778,Heavy,On Time
6666.0,delhivery,automobile parts,ev van,same day,west,stormy,19.7,35.41,3,8,no,delivered,3,304.73,-5,15.468527918781728,Heavy,On Time
6667.0,delhivery,automobile parts,ev van,express,west,rainy,263.9,1.34,9,7,yes,delayed,2,1373.52,2,5.204698749526336,Light,Delayed
6668.0,ekart,pharmacy,ev van,express,south,foggy,254.1,25.91,11,7,yes,delayed,2,1398.23,4,5.502676111767021,Heavy,Delayed
6669.0,fedex,electronics,bike,standard,north,hot,287.3,9.02,9,24,no,delivered,4,1463.56,-15,5.094187260703097,Light,On Time
6670.0,dhl,electronics,ev bike,standard,north,foggy,134.7,28.16,4,24,no,delivered,3,757.98,-20,5.6271714922049005,Heavy,On Time
6671.0,blue dart,fragile items,ev van,express,north,stormy,82.1,38.02,9,3,yes,delayed,2,574.56,6,6.9982947624847744,Heavy,Delayed
6672.0,dhl,cosmetics,truck,two day,north,rainy,297.1,21.36,17,16,yes,delayed,3,1562.08,1,5.257758330528441,Heavy,Delayed
6673.0,dhl,clothing,truck,same day,central,foggy,182.9,2.13,6,8,no,delivered,5,1020.89,-2,5.581683980317113,Light,On Time
6674.0,fedex,clothing,van,standard,north,clear,272.5,20.26,8,24,no,delivered,5,1423.28,-16,5.223045871559633,Heavy,On Time
6675.0,shadowfax,clothing,ev bike,standard,south,stormy,107.8,15.85,7,24,no,delivered,4,586.55,-17,5.441094619666048,Light,On Time
6676.0,amazon logistics,fragile items,ev bike,two day,central,stormy,232.0,12.37,13,16,no,delivered,5,1197.11,-3,5.159956896551724,Light,On Time
6677.0,amazon logistics,cosmetics,truck,two day,south,rainy,234.1,14.09,10,16,no,delivered,5,1212.77,-6,5.180563861597608,Light,On Time
6678.0,ekart,automobile parts,bike,two day,west,foggy,197.7,8.55,8,16,no,delivered,5,1014.15,-8,5.129742033383915,Light,On Time
6679.0,ecom express,clothing,ev van,two day,east,hot,73.6,48.85,4,16,no,delivered,5,514.55,-12,6.991168478260869,Heavy,On Time
6680.0,fedex,cosmetics,truck,same day,west,foggy,249.7,31.45,12,8,yes,delayed,2,1442.85,4,5.778334000800961,Heavy,Delayed
6681.0,blue dart,automobile parts,ev van,express,south,cold,141.3,3.81,3,4,no,delivered,5,767.93,-1,5.434748761500353,Light,On Time
6682.0,dhl,furniture,ev bike,same day,central,cold,226.5,37.3,8,8,yes,delayed,3,1344.4,0,5.935540838852098,Heavy,Delayed
6683.0,xpressbees,cosmetics,truck,same day,west,clear,163.1,15.01,4,8,no,delivered,3,960.53,-4,5.889209074187615,Light,On Time
6684.0,amazon logistics,pharmacy,ev bike,two day,south,rainy,32.8,27.9,5,16,no,delivered,4,247.7,-11,7.551829268292683,Heavy,On Time
6685.0,dhl,electronics,scooter,same day,west,rainy,131.8,40.98,9,8,yes,delayed,2,881.94,1,6.691502276176024,Heavy,Delayed
6686.0,blue dart,groceries,van,standard,west,stormy,114.3,28.0,7,24,no,delivered,3,655.5,-17,5.7349081364829395,Heavy,On Time
6687.0,blue dart,documents,bike,same day,central,stormy,278.1,9.03,11,8,yes,delayed,3,1517.59,3,5.456993887090974,Light,Delayed
6688.0,delhivery,electronics,ev bike,same day,south,hot,251.3,47.02,7,8,no,delivered,4,1497.56,-1,5.959251890171109,Heavy,On Time
6689.0,xpressbees,pharmacy,scooter,two day,central,foggy,95.8,30.86,4,16,no,delivered,4,571.58,-12,5.966388308977036,Heavy,On Time
6690.0,fedex,automobile parts,bike,standard,west,foggy,183.5,44.92,8,24,no,delivered,5,1052.26,-16,5.734386920980926,Heavy,On Time
6691.0,fedex,electronics,ev bike,two day,east,foggy,133.0,16.76,7,16,no,delivered,5,715.28,-9,5.378045112781955,Light,On Time
6692.0,xpressbees,documents,scooter,standard,west,hot,197.2,21.61,7,24,no,delivered,3,1050.83,-17,5.328752535496958,Heavy,On Time
6693.0,amazon logistics,cosmetics,scooter,same day,east,foggy,130.7,26.99,5,8,no,delivered,5,834.47,-3,6.384621270084163,Heavy,On Time
6694.0,amazon logistics,documents,bike,express,central,stormy,122.8,1.71,7,4,yes,delayed,3,669.13,3,5.448941368078176,Light,Delayed
6695.0,blue dart,clothing,truck,standard,north,clear,233.5,27.67,9,24,no,delivered,4,1250.51,-15,5.355503211991435,Heavy,On Time
6696.0,shadowfax,clothing,van,express,west,foggy,285.0,33.75,14,7,yes,delayed,2,1576.25,7,5.530701754385965,Heavy,Delayed
6697.0,amazon logistics,electronics,truck,same day,central,foggy,14.6,19.13,3,8,no,delivered,3,230.39,-5,15.78013698630137,Light,On Time
6698.0,xpressbees,automobile parts,van,standard,north,cold,7.5,26.22,0,24,no,delivered,4,116.16,-24,15.488,Heavy,On Time
6699.0,ekart,furniture,ev bike,same day,east,clear,157.2,37.42,5,8,no,delivered,3,998.26,-3,6.350254452926209,Heavy,On Time
6700.0,dhl,automobile parts,van,same day,west,foggy,217.0,48.75,7,8,no,delivered,4,1331.25,-1,6.13479262672811,Heavy,On Time
6701.0,ecom express,cosmetics,ev bike,two day,central,stormy,274.9,6.79,10,16,no,delivered,4,1394.87,-6,5.074099672608221,Light,On Time
6702.0,delhivery,groceries,van,same day,north,foggy,88.1,46.86,5,8,no,delivered,3,681.08,-3,7.730760499432464,Heavy,On Time
6703.0,fedex,automobile parts,bike,same day,south,rainy,143.6,21.22,7,8,no,delivered,4,881.66,-1,6.139693593314763,Heavy,On Time
6704.0,blue dart,documents,van,two day,east,stormy,248.3,14.95,9,16,no,delivered,5,1286.35,-7,5.180628272251308,Light,On Time
6705.0,ecom express,clothing,scooter,standard,west,clear,103.1,30.9,4,24,no,delivered,3,608.2,-20,5.899127061105723,Heavy,On Time
6706.0,delhivery,fragile items,van,two day,north,stormy,20.6,20.63,6,16,no,delivered,4,164.89,-10,8.004368932038833,Heavy,On Time
6707.0,delhivery,furniture,bike,two day,central,cold,254.4,45.63,8,16,no,delivered,4,1408.89,-8,5.538089622641509,Heavy,On Time
6708.0,ekart,groceries,ev bike,two day,east,stormy,80.8,40.37,7,16,no,delivered,3,525.11,-9,6.498886138613861,Heavy,On Time
6709.0,blue dart,pharmacy,truck,two day,east,hot,296.5,49.1,12,16,no,delivered,4,1629.8,-4,5.4967959527824615,Heavy,On Time
6710.0,fedex,automobile parts,bike,two day,west,hot,76.7,12.15,4,16,no,delivered,5,419.95,-12,5.47522816166884,Light,On Time
6711.0,ekart,documents,ev van,same day,east,stormy,188.6,4.25,8,8,yes,delayed,2,1055.75,0,5.5978260869565215,Light,Delayed
6712.0,dhl,automobile parts,van,two day,south,hot,278.9,41.87,4,16,no,delivered,3,1520.11,-12,5.45037647902474,Heavy,On Time
6713.0,shadowfax,automobile parts,scooter,express,east,cold,79.2,43.06,3,3,no,delivered,4,575.18,0,7.2623737373737365,Heavy,On Time
6714.0,shadowfax,cosmetics,bike,standard,north,stormy,128.5,39.28,12,24,no,delivered,4,760.34,-12,5.917042801556421,Heavy,On Time
6715.0,ecom express,clothing,scooter,standard,central,rainy,129.5,1.83,5,24,no,delivered,3,652.99,-19,5.042393822393822,Light,On Time
6716.0,fedex,electronics,bike,standard,south,stormy,160.0,16.3,8,24,no,delivered,5,848.9,-16,5.305625,Light,On Time
6717.0,shadowfax,clothing,van,same day,south,foggy,111.4,1.22,4,8,no,delivered,5,660.66,-4,5.930520646319568,Light,On Time
6718.0,xpressbees,cosmetics,truck,express,north,clear,160.5,20.61,5,5,yes,delayed,3,914.33,0,5.696760124610592,Heavy,Delayed
6719.0,blue dart,groceries,van,two day,south,cold,188.8,5.21,5,16,no,delivered,3,959.63,-11,5.082786016949152,Light,On Time
6720.0,xpressbees,automobile parts,ev van,express,north,hot,91.7,49.52,3,3,no,delivered,4,657.48,0,7.16990185387132,Heavy,On Time
6721.0,amazon logistics,electronics,ev van,two day,north,foggy,187.2,19.02,7,16,no,delivered,5,993.06,-9,5.304807692307692,Light,On Time
6722.0,ekart,groceries,scooter,two day,west,cold,63.0,19.2,4,16,no,delivered,5,372.6,-12,5.914285714285715,Light,On Time
6723.0,blue dart,documents,truck,express,south,rainy,78.9,33.65,7,3,yes,failed,1,545.45,4,6.913181242078581,Heavy,Delayed
6724.0,dhl,fragile items,van,same day,west,rainy,24.4,45.48,5,8,no,delivered,5,358.44,-3,14.69016393442623,Heavy,On Time
6725.0,ekart,clothing,scooter,same day,south,rainy,258.2,0.83,7,8,no,delivered,3,1393.49,-1,5.396940356312936,Light,On Time
6726.0,shadowfax,groceries,scooter,two day,east,rainy,129.1,34.18,7,16,no,delivered,5,748.04,-9,5.79426800929512,Heavy,On Time
6727.0,amazon logistics,fragile items,truck,express,south,stormy,88.2,20.02,8,3,yes,delayed,3,551.06,5,6.247845804988661,Heavy,Delayed
6728.0,shadowfax,automobile parts,bike,express,south,cold,201.6,9.09,9,6,yes,delayed,3,1085.27,3,5.38328373015873,Light,Delayed
6729.0,blue dart,automobile parts,ev bike,two day,central,stormy,109.5,3.78,7,16,no,delivered,5,558.84,-9,5.103561643835617,Light,On Time
6730.0,ekart,pharmacy,ev van,two day,east,foggy,149.1,40.16,9,16,no,delivered,4,865.98,-7,5.808048289738431,Heavy,On Time
6731.0,xpressbees,clothing,van,standard,north,hot,110.7,43.12,5,24,no,delivered,5,682.86,-19,6.168563685636856,Heavy,On Time
6732.0,ekart,electronics,truck,standard,central,hot,82.2,32.65,1,24,no,delivered,3,508.95,-23,6.1916058394160585,Heavy,On Time
6733.0,shadowfax,groceries,ev van,two day,central,clear,291.0,40.78,6,16,no,delivered,3,1577.34,-10,5.42041237113402,Heavy,On Time
6734.0,xpressbees,furniture,ev bike,express,south,foggy,3.8,20.36,3,2,yes,delayed,2,130.08,1,34.231578947368426,Heavy,Delayed
6735.0,ekart,furniture,van,same day,south,stormy,97.7,1.38,10,8,yes,delayed,2,592.64,2,6.065916069600818,Light,Delayed
6736.0,shadowfax,electronics,ev van,two day,east,stormy,199.9,44.35,9,16,no,delivered,4,1132.55,-7,5.665582791395697,Heavy,On Time
6737.0,dhl,cosmetics,bike,express,west,clear,139.1,42.74,4,4,no,delivered,5,873.72,0,6.281236520488857,Heavy,On Time
6738.0,blue dart,groceries,truck,express,east,foggy,149.4,21.85,7,4,yes,failed,1,862.55,3,5.77342704149933,Heavy,Delayed
6739.0,dhl,electronics,scooter,two day,north,cold,175.1,10.47,5,16,no,delivered,4,906.91,-11,5.179383209594517,Light,On Time
6740.0,dhl,automobile parts,scooter,same day,north,hot,228.9,15.51,6,8,no,delivered,5,1291.03,-2,5.6401485364788115,Light,On Time
6741.0,delhivery,groceries,truck,same day,central,hot,31.6,20.08,1,8,no,delivered,5,318.24,-7,10.070886075949367,Heavy,On Time
6742.0,ecom express,documents,ev bike,express,south,stormy,19.0,44.1,5,2,yes,delayed,2,277.3,3,14.594736842105263,Heavy,Delayed
6743.0,fedex,furniture,ev bike,same day,east,stormy,100.8,4.55,5,8,no,delivered,4,617.65,-3,6.127480158730159,Light,On Time
6744.0,delhivery,automobile parts,ev bike,two day,west,foggy,137.7,48.8,8,16,no,delivered,4,834.9,-8,6.06318082788671,Heavy,On Time
6745.0,amazon logistics,fragile items,scooter,two day,north,rainy,245.5,44.26,12,16,no,delivered,4,1360.28,-4,5.540855397148676,Heavy,On Time
6746.0,amazon logistics,electronics,van,same day,north,stormy,4.5,39.89,4,8,no,delivered,4,242.17,-4,53.815555555555555,Heavy,On Time
6747.0,delhivery,cosmetics,bike,two day,south,cold,189.7,43.2,7,16,no,delivered,5,1078.1,-9,5.68318397469689,Heavy,On Time
6748.0,blue dart,pharmacy,truck,two day,west,cold,101.5,22.84,4,16,no,delivered,5,576.02,-12,5.675073891625615,Heavy,On Time
6749.0,dhl,fragile items,ev bike,same day,central,foggy,135.3,33.72,5,8,no,delivered,4,877.66,-3,6.486770140428677,Heavy,On Time
6750.0,fedex,automobile parts,van,same day,south,hot,171.0,9.04,5,8,no,delivered,5,982.12,-3,5.7433918128654975,Light,On Time
6751.0,xpressbees,cosmetics,scooter,express,south,rainy,66.2,12.8,5,3,yes,failed,1,419.4,2,6.335347432024169,Light,Delayed
6752.0,dhl,pharmacy,scooter,same day,south,clear,62.6,30.55,4,8,no,delivered,4,504.65,-4,8.061501597444089,Heavy,On Time
6753.0,shadowfax,groceries,truck,two day,west,rainy,231.2,21.79,8,16,no,delivered,4,1221.37,-8,5.282742214532872,Heavy,On Time
6754.0,delhivery,automobile parts,ev bike,same day,east,foggy,249.8,46.05,6,8,no,delivered,4,1487.15,-2,5.9533626901521215,Heavy,On Time
6755.0,shadowfax,automobile parts,van,same day,west,cold,79.2,14.94,2,8,no,delivered,3,540.82,-6,6.828535353535354,Light,On Time
6756.0,ecom express,automobile parts,scooter,same day,south,clear,189.2,6.01,7,8,no,delivered,3,1064.03,-1,5.623837209302326,Light,On Time
6757.0,fedex,automobile parts,van,same day,west,foggy,155.3,36.17,7,8,no,delivered,5,985.01,-1,6.342627173213136,Heavy,On Time
6758.0,fedex,pharmacy,scooter,same day,south,cold,179.2,9.33,5,8,no,delivered,3,1023.99,-3,5.714229910714286,Light,On Time
6759.0,ekart,automobile parts,bike,standard,central,rainy,259.3,13.47,11,24,no,delivered,4,1336.91,-13,5.155842653297339,Light,On Time
6760.0,ecom express,fragile items,van,standard,east,rainy,179.8,36.51,9,24,no,delivered,3,1008.53,-15,5.609176863181312,Heavy,On Time
6761.0,delhivery,documents,ev van,standard,north,stormy,257.8,10.22,16,24,no,delivered,4,1319.66,-8,5.118929402637704,Light,On Time
6762.0,ekart,electronics,truck,two day,west,hot,142.2,25.91,2,16,no,delivered,3,788.73,-14,5.54662447257384,Heavy,On Time
6763.0,blue dart,automobile parts,bike,two day,north,rainy,19.9,19.65,3,16,no,delivered,4,158.45,-13,7.9623115577889445,Light,On Time
6764.0,amazon logistics,groceries,ev van,express,central,stormy,48.6,31.29,8,2,yes,failed,1,386.87,6,7.9602880658436215,Heavy,Delayed
6765.0,fedex,fragile items,scooter,standard,east,stormy,194.1,44.82,11,24,no,delivered,5,1104.96,-13,5.69273570324575,Heavy,On Time
6766.0,ecom express,documents,truck,standard,central,hot,114.4,6.04,3,24,no,delivered,4,590.12,-21,5.158391608391608,Light,On Time
6767.0,shadowfax,groceries,truck,express,central,stormy,141.9,38.83,7,4,yes,delayed,3,875.99,3,6.173291050035236,Heavy,Delayed
